imię i nazwisko,narodowość,flaga,pozycja,data urodzenia,Wiek,1995/96,1996/97,1997/98,1998/99,1999/00,2000/01,2001/02,2002/03,2003/04,2004/05,2005/06,2006/07,2007/08,2008/09,2009/10,2010/11,2011/12,2012/13,2013/14,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24,2024/25,2025/26,SUMA
Adam Kompała,Polska,https://flagcdn.com/w40/pl.png,pomocnik,16.08.1973,52,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,40
Tomasz Księżyc,Polska,https://flagcdn.com/w40/pl.png,obrońca,20.04.1974,51,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,15
Marcin Makuch,Polska,https://flagcdn.com/w40/pl.png,obrońca,03.04.1980,45,,,,,,,,,,17.0,13.0,,,,,,,,,,,,,,,,,,,,,30
Grzegorz Pater,Polska,https://flagcdn.com/w40/pl.png,pomocnik,05.05.1974,51,,,,,,,,,,38.0,36.0,29.0,26.0,12.0,,,,,,,,,,,,,,,,,,141
Cristian Popescu,Rumunia,https://flagcdn.com/w40/ro.png,obrońca,10.10.1973,52,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1
Artur Prokop,Polska,https://flagcdn.com/w40/pl.png,pomocnik,18.12.1972,53,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,40
Błażej Radler,Polska,https://flagcdn.com/w40/pl.png,obrońca,02.08.1982,43,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,33
Artur Rozmus,Polska,https://flagcdn.com/w40/pl.png,napastnik,01.11.1977,48,,,,,,19.0,,,,26.0,,,,,,,,,,,,,,,,,,,,,,45
Dariusz Rucki,Polska,https://flagcdn.com/w40/pl.png,obrońca,03.02.1985,40,,,,,,,,,,1.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,14
Mariusz Sacha,Polska,https://flagcdn.com/w40/pl.png,pomocnik,19.07.1987,38,,,,,,,,,,8.0,32.0,29.0,25.0,19.0,,,15.0,5.0,,,,,,,,,,,,,,133
Paweł Sibik,Polska,https://flagcdn.com/w40/pl.png,pomocnik,15.02.1971,54,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,17
Paweł Stalmach,Polska,https://flagcdn.com/w40/pl.png,pomocnik,18.11.1983,42,,,,,,,,,,15.0,6.0,,,,,,,,,,,,,,,,,,,,,21
Grzegorz Sztorc,Polska,https://flagcdn.com/w40/pl.png,napastnik,11.12.1981,44,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2
Adam Bała,Polska,https://flagcdn.com/w40/pl.png,pomocnik,17.01.1973,52,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,11
Nikołaj Branfiłow,Białoruś,https://flagcdn.com/w40/by.png,obrońca,16.12.1977,48,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,16
Krzysztof Chrapek,Polska,https://flagcdn.com/w40/pl.png,napastnik,07.10.1985,40,,,,,,,,,,,14.0,30.0,29.0,32.0,,,,,19.0,16.0,,,,,,,,,,,,140
Piotr Gierczak,Polska,https://flagcdn.com/w40/pl.png,pomocnik,02.05.1976,49,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,18
Łukasz Gorszkow,Polska,https://flagcdn.com/w40/pl.png,pomocnik,06.10.1974,51,,,,,,,,,,,36.0,29.0,29.0,5.0,,,,,,,,,,,,,,,,,,99
Marcin Hirsz,Polska,https://flagcdn.com/w40/pl.png,obrońca,04.01.1980,45,,,,,,,,,,,8.0,15.0,23.0,9.0,,,,,,,,,,,,,,,,,,55
Jacek Imianowski,Polska,https://flagcdn.com/w40/pl.png,obrońca,09.02.1981,44,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,5
Błażej Jankowski,Polska,https://flagcdn.com/w40/pl.png,obrońca,26.10.1980,45,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,15
Sławomir Jarczyk,Polska,https://flagcdn.com/w40/pl.png,obrońca,18.08.1980,45,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,17
Tomasz Jodłowiec,Polska,https://flagcdn.com/w40/pl.png,pomocnik,08.09.1985,40,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,18.0,22.0,,,53
Daniel Kasprzycki,Polska,https://flagcdn.com/w40/pl.png,pomocnik,31.01.1985,40,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1
Dariusz Kołodziej,Polska,https://flagcdn.com/w40/pl.png,pomocnik,17.04.1982,43,,,,,,,,,,,31.0,32.0,32.0,,30.0,18.0,7.0,3.0,16.0,18.0,14.0,14.0,,,,,,,,,,215
Kamil Konieczny,Polska,https://flagcdn.com/w40/pl.png,pomocnik,17.04.1982,43,,,,,,,,,,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,8
Krzysztof Kowalczyk,Polska,https://flagcdn.com/w40/pl.png,pomocnik,11.03.1979,46,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,27
Krzysztof Michałowski,Polska,https://flagcdn.com/w40/pl.png,bramkarz,04.01.1984,41,,,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,,,,,18
Przemysław Pluta,Polska,https://flagcdn.com/w40/pl.png,pomocnik,13.11.1978,47,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,11
Grzegorz Podstawek,Polska,https://flagcdn.com/w40/pl.png,napastnik,25.06.1979,46,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,35
Paweł Sobczak,Polska,https://flagcdn.com/w40/pl.png,napastnik,29.06.1978,47,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,27
Bartłomiej Socha,Polska,https://flagcdn.com/w40/pl.png,napastnik,28.08.1981,44,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,9
Stanley Udenkwor,Nigeria /Polska,https://flagcdn.com/w40/ng.png,napastnik,01.05.1981,44,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,12
Krzysztof Butryn,Polska,https://flagcdn.com/w40/pl.png,pomocnik,17.11.1981,44,,,,,,,,,,,,24.0,3.0,,,,,,,,,,,,,,,,,,,27
Aleksandr Gierasimowicz,Białoruś,https://flagcdn.com/w40/by.png,bramkarz,02.01.1979,46,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1
Marcin Józefowicz,Polska,https://flagcdn.com/w40/pl.png,napastnik,31.01.1977,48,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,24
Marcin Kocur,Polska,https://flagcdn.com/w40/pl.png,napastnik,29.01.1984,41,,,,,,,,,,,,30.0,5.0,,,,,,,,,,,,,,,,,,,35
Artur Łazar,Polska,https://flagcdn.com/w40/pl.png,pomocnik,11.01.1980,45,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3
Artur Monasterski,Polska,https://flagcdn.com/w40/pl.png,obrońca,06.02.1983,42,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,22
Mike Mozie,Nigeria,https://flagcdn.com/w40/ng.png,obrońca,20.03.1978,47,,,,,,,,,,,,29.0,16.0,,,,,,,,,,,,,,,,,,,45
Paweł Odrzywolski,Polska,https://flagcdn.com/w40/pl.png,obrońca,06.03.1983,42,,,,,,,,,,,,17.0,7.0,,,,,,,,,,,,,,,,,,,24
Marcin Wielgus,Polska,https://flagcdn.com/w40/pl.png,napastnik,22.09.1980,45,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,11
Marcin Wróbel,Polska,https://flagcdn.com/w40/pl.png,napastnik,28.11.1984,41,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3
Krzysztof Zaremba,Polska,https://flagcdn.com/w40/pl.png,pomocnik,08.12.1987,38,,,,,,,,,,,,7.0,12.0,26.0,,9.0,,,,,,,,,,,,,,,,54
Juraj Dančík,Słowacja,https://flagcdn.com/w40/sk.png,obrońca,21.02.1982,43,,,,,,,,,,,,,24.0,20.0,27.0,25.0,22.0,6.0,,,,,,,,,,,,,,124
Rafał Jarosz,Polska,https://flagcdn.com/w40/pl.png,pomocnik,12.03.1976,49,,,,,,,,,,,,,32.0,28.0,17.0,,,,,,,,,,,,,,,,,77
Andrzej Maślorz,Polska,https://flagcdn.com/w40/pl.png,pomocnik,31.10.1985,40,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,4
Martin Matúš,Słowacja,https://flagcdn.com/w40/sk.png,napastnik,09.03.1982,43,,,,,,,,,,,,,33.0,23.0,13.0,,,,,,,,,,,,,,,,,69
Rafał Nalepa,Polska,https://flagcdn.com/w40/pl.png,obrońca,13.05.1988,37,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1
Jacek Paczkowski,Polska,https://flagcdn.com/w40/pl.png,obrońca,02.09.1981,44,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1
Adrian Pajączkowski,Polska,https://flagcdn.com/w40/pl.png,obrońca,18.06.1979,46,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,8
Marcin Pęszor,Polska,https://flagcdn.com/w40/pl.png,napastnik,05.07.1989,36,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1
Janusz Surdykowski,Polska,https://flagcdn.com/w40/pl.png,napastnik,04.05.1986,39,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,9
Maciej Szmatiuk,Polska,https://flagcdn.com/w40/pl.png,obrońca,09.05.1980,45,,,,,,,,,,,,,33.0,33.0,,,,,,,,,,,,,,,,,,66
Sebastian Szymański,Polska,https://flagcdn.com/w40/pl.png,bramkarz,04.10.1979,46,,,,,,,,,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,9
Damian Świerblewski,Polska,https://flagcdn.com/w40/pl.png,pomocnik,17.01.1984,41,,,,,,,,,,,,,13.0,22.0,18.0,,,,,,,,,,,,,,,,,53
Piotr Urbańczyk,Polska,https://flagcdn.com/w40/pl.png,pomocnik,28.05.1989,36,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1
Mateusz Żemła,Polska,https://flagcdn.com/w40/pl.png,pomocnik,02.03.1985,40,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1
Paweł Żmudziński,Polska,https://flagcdn.com/w40/pl.png,pomocnik,16.01.1978,47,,,,,,,,,,,,,25.0,21.0,,,,,,,,,,,,,,,,,,46
Paweł Baranowski,Polska,https://flagcdn.com/w40/pl.png,obrońca,11.10.1990,35,,,,,,,,,,,,,,2.0,6.0,,,,,,14.0,,,,,,,,,,,22
Jarosław Białek,Polska,https://flagcdn.com/w40/pl.png,pomocnik,22.02.1981,44,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,7
Adam Brzezina,Czechy,https://flagcdn.com/w40/cz.png,napastnik,30.10.1978,47,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,16
Damian Chmiel,Polska,https://flagcdn.com/w40/pl.png,pomocnik,06.05.1987,38,,,,,,,,,,,,,,10.0,7.0,22.0,1.0,27.0,22.0,37.0,24.0,21.0,12.0,,,,,,,,,183
Arkadiusz Gołąb,Polska,https://flagcdn.com/w40/pl.png,obrońca,21.04.1989,36,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,2
Bartłomiej Konieczny,Polska,https://flagcdn.com/w40/pl.png,obrońca,09.06.1981,44,,,,,,,,,,,,,,24.0,18.0,29.0,27.0,14.0,25.0,31.0,,,,,,,,,,,,168
Piotr Malinowski,Polska,https://flagcdn.com/w40/pl.png,pomocnik,24.03.1984,41,,,,,,,,,,,,,,7.0,31.0,35.0,25.0,27.0,33.0,28.0,,,,,,,,,,,,186
Clemence Matawu,Zimbabwe,https://flagcdn.com/w40/zw.png,pomocnik,29.11.1982,43,,,,,,,,,,,,,,8.0,32.0,,,,,,,,,,,,,,,,,40
Łukasz Matusiak,Polska,https://flagcdn.com/w40/pl.png,pomocnik,07.05.1985,40,,,,,,,,,,,,,,29.0,27.0,11.0,,,,,,,,,,,,,,,,67
Bernanrd Ocholeche,Nigeria,https://flagcdn.com/w40/ng.png,pomocnik,24.05.1987,38,,,,,,,,,,,,,,7.0,1.0,,,,,,,,,,,,,,,,,8
Michał Osiński,Polska,https://flagcdn.com/w40/pl.png,obrońca,05.09.1978,47,,,,,,,,,,,,,,28.0,31.0,34.0,5.0,,,,,,,,,,,,,,,98
Patmore Shereni,Zimbabwe,https://flagcdn.com/w40/zw.png,obrońca,14.09.1984,41,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1
Sebastian Ziajka,Polska,https://flagcdn.com/w40/pl.png,obrońca,15.12.1982,43,,,,,,,,,,,,,,11.0,,33.0,25.0,13.0,,,,,,,,,,,,,,82
Piotr Bagnicki,Polska,https://flagcdn.com/w40/pl.png,napastnik,10.12.1980,45,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,31
Jacek Broniewicz,Polska,https://flagcdn.com/w40/pl.png,obrońca,18.09.1981,44,,,,,,,,,,,,,,,9.0,23.0,1.0,,,,,,,,,,,,,,,33
Mateusz Cieluch,Polska,https://flagcdn.com/w40/pl.png,napastnik,21.10.1987,38,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3
Łukasz Ganowicz,Polska,https://flagcdn.com/w40/pl.png,obrońca,23.05.1981,44,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,24
Łukasz Kanik,Polska,https://flagcdn.com/w40/pl.png,pomocnik,26.02.1988,37,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,19
Paweł Linka,Polska,https://flagcdn.com/w40/pl.png,bramkarz,26.06.1986,39,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,3
Joachim Mikler,Polska,https://flagcdn.com/w40/pl.png,bramkarz,15.11.1988,37,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,12
Ndabenkulu Ncube,Zimbabwe,https://flagcdn.com/w40/zw.png,pomocnik,02.08.1988,37,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,13
Sylwester Patejuk,Polska,https://flagcdn.com/w40/pl.png,pomocnik,30.11.1982,43,,,,,,,,,,,,,,,31.0,30.0,29.0,,,19.0,,,,,,,,,,,,109
Piotr Rocki,Polska,https://flagcdn.com/w40/pl.png,pomocnik,11.01.1974,51,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,23
Krzysztof Świątek,Polska,https://flagcdn.com/w40/pl.png,pomocnik,13.01.1987,38,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5
Richard Zajac,Słowacja,https://flagcdn.com/w40/sk.png,bramkarz,16.08.1976,49,,,,,,,,,,,,,,,15.0,40.0,21.0,27.0,25.0,21.0,,,,,,,,,,,,149
Mateusz Żyła,Polska,https://flagcdn.com/w40/pl.png,pomocnik,16.09.1989,36,,,,,,,,,,,,,,,3.0,7.0,,,,,,,,,,,,,,,,10
Damian Byrtek,Polska,https://flagcdn.com/w40/pl.png,obrońca,07.03.1991,34,,,,,,,,,,,,,,,,5.0,5.0,9.0,,,,,,,,,,,,,,19
Adam Cieśliński,Polska,https://flagcdn.com/w40/pl.png,napastnik,11.05.1982,43,,,,,,,,,,,,,,,,33.0,13.0,,,,,,,,,,,,,,,46
Dariusz Łatka,Polska,https://flagcdn.com/w40/pl.png,pomocnik,14.09.1978,47,,,,,,,,,,,,,,,,31.0,25.0,26.0,31.0,,,,,,,,,,,,,113
František Metelka,Czechy,https://flagcdn.com/w40/cz.png,pomocnik,08.04.1980,45,,,,,,,,,,,,,,,,15.0,9.0,,,,,,,,,,,,,,,24
Mariusz Mikoda,Polska,https://flagcdn.com/w40/pl.png,obrońca,13.09.1992,33,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,3
Maciej Rogalski,Polska,https://flagcdn.com/w40/pl.png,pomocnik,21.05.1980,45,,,,,,,,,,,,,,,,34.0,19.0,,,,,,,,,,,,,,,53
Mateusz Bąk,Polska,https://flagcdn.com/w40/pl.png,bramkarz,24.02.1983,42,,,,,,,,,,,,,,,,,12.0,4.0,,,,,,,,,,,,,,16
Liran Cohen,Izrael,https://flagcdn.com/w40/il.png,pomocnik,14.02.1983,42,,,,,,,,,,,,,,,,,20.0,16.0,,,,,,,,,,,,,,36
Ivan Ćurić,Chorwacja,https://flagcdn.com/w40/hr.png,napastnik,18.05.1987,38,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,6
Róbert Demjan,Słowacja,https://flagcdn.com/w40/sk.png,napastnik,26.10.1982,43,,,,,,,,,,,,,,,,35.0,31.0,30.0,,37.0,35.0,25.0,,,,,,,,,,193
Liad Elmalich,Izrael,https://flagcdn.com/w40/il.png,pomocnik,21.02.1989,36,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,5
Mateusz Janeczko,Polska,https://flagcdn.com/w40/pl.png,pomocnik,30.11.1994,31,,,,,,,,,,,,,,,,,1.0,6.0,,,1.0,,,,,,,,,,,8
Krzysztof Król,Polska,https://flagcdn.com/w40/pl.png,obrońca,06.02.1987,38,,,,,,,,,,,,,,,,,20.0,15.0,,,,,,,,,,,,,,35
Łukasz Mierzejewski,Polska,https://flagcdn.com/w40/pl.png,obrońca,31.08.1982,43,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,5
Artur Moroń,Polska,https://flagcdn.com/w40/pl.png,obrońca,10.07.1993,32,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1
Matej Náther,Słowacja,https://flagcdn.com/w40/sk.png,pomocnik,23.07.1985,40,,,,,,,,,,,,,,,,,21.0,9.0,,,,,,,,,,,,,,30
Damian Nowak,Polska,https://flagcdn.com/w40/pl.png,napastnik,14.05.1992,33,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2
Wojciech Reiman,Polska,https://flagcdn.com/w40/pl.png,pomocnik,05.08.1988,37,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,7
Serginho,Brazylia,https://flagcdn.com/w40/br.png,pomocnik,09.06.1990,35,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2
Ondřej Šourek,Czechy,https://flagcdn.com/w40/cz.png,obrońca,26.04.1983,42,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,13
Kamil Adamek,Polska,https://flagcdn.com/w40/pl.png,napastnik,09.02.1989,36,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,11
Marko Ćetković,Czarnogóra,https://flagcdn.com/w40/me.png,pomocnik,10.07.1986,39,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,9
Adam Deja,Polska,https://flagcdn.com/w40/pl.png,pomocnik,26.06.1993,32,,,,,,,,,,,,,,,,,,10.0,18.0,25.0,26.0,27.0,,,,,,,,,,106
Ireneusz Jeleń,Polska,https://flagcdn.com/w40/pl.png,napastnik,09.04.1981,44,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,7
Fabian Pawela,Polska,https://flagcdn.com/w40/pl.png,napastnik,30.11.1985,40,,,,,,,,,,,,,,,,,,25.0,30.0,,,,,,,,,,,,,55
Dariusz Pietrasiak,Polska,https://flagcdn.com/w40/pl.png,obrońca,12.02.1980,45,,,,,,,,,,,,,,,,,,22.0,31.0,16.0,,,,,,,,,,,,69
Michal Piter-Bučko,Słowacja,https://flagcdn.com/w40/sk.png,obrońca,28.10.1985,40,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,24
Anton Sloboda,Słowacja,https://flagcdn.com/w40/sk.png,pomocnik,10.07.1987,38,,,,,,,,,,,,,,,,,,13.0,26.0,23.0,11.0,,,,,,,,,,,73
Damian Szczęsny,Polska,https://flagcdn.com/w40/pl.png,napastnik,26.12.1986,39,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,7
Błażej Telichowski,Polska,https://flagcdn.com/w40/pl.png,obrońca,06.06.1984,41,,,,,,,,,,,,,,,,,,7.0,34.0,,,,,,,,,,,,,41
Marcin Wodecki,Polska,https://flagcdn.com/w40/pl.png,pomocnik,14.01.1988,37,,,,,,,,,,,,,,,,,,10.0,17.0,,,,,,,,,,,,,27
Frank Adu Kwame,Ghana,https://flagcdn.com/w40/gh.png,obrońca,16.05.1985,40,,,,,,,,,,,,,,,,,,,20.0,20.0,15.0,,,,,,,,,,,55
Sebastian Bartlewski,Polska,https://flagcdn.com/w40/pl.png,pomocnik,13.06.1994,31,,,,,,,,,,,,,,,,,,,11.0,3.0,1.0,,,,,,,,,,,15
Jan Blažek,Czechy,https://flagcdn.com/w40/cz.png,napastnik,20.03.1988,37,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5
Daniel Bujok,Polska,https://flagcdn.com/w40/pl.png,pomocnik,24.11.1994,31,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3
Maciej Iwański,Polska,https://flagcdn.com/w40/pl.png,pomocnik,07.05.1981,44,,,,,,,,,,,,,,,,,,,16.0,33.0,,,,,,,,,,,,49
Aleksander Jagiełło,Polska,https://flagcdn.com/w40/pl.png,pomocnik,02.02.1995,30,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,18
Mateusz Kupczak,Polska,https://flagcdn.com/w40/pl.png,pomocnik,20.02.1992,33,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,11
Kamil Kurowski,Polska,https://flagcdn.com/w40/pl.png,pomocnik,04.09.1994,31,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3
Mikołaj Lebedyński,Polska,https://flagcdn.com/w40/pl.png,napastnik,14.10.1990,35,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5
Charles Nwaogu,Nigeria,https://flagcdn.com/w40/ng.png,napastnik,22.07.1990,35,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3
Przemysław Pietruszka,Polska,https://flagcdn.com/w40/pl.png,obrońca,18.04.1984,41,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,9
Ladislav Rybánsky,Słowacja,https://flagcdn.com/w40/sk.png,bramkarz,19.12.1984,41,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,13
Mateusz Stąporski,Polska,https://flagcdn.com/w40/pl.png,pomocnik,28.01.1988,37,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,7
Wojciech Szymanek,Polska,https://flagcdn.com/w40/pl.png,obrońca,01.03.1982,43,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3
Rudolf Urban,Słowacja,https://flagcdn.com/w40/sk.png,obrońca,01.03.1980,45,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,12
Łukasz Żegleń,Polska,https://flagcdn.com/w40/pl.png,napastnik,09.06.1995,30,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,6
Idrissa Cissé,Senegal,https://flagcdn.com/w40/sn.png,napastnik,01.01.1990,35,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,12
Maciej Felsch,Polska,https://flagcdn.com/w40/pl.png,obrońca,31.05.1998,27,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1
Gracjan Horoszkiewicz,Polska,https://flagcdn.com/w40/pl.png,obrońca,18.03.1995,30,,,,,,,,,,,,,,,,,,,,7.0,4.0,,,,,,,,,,,11
Kristián Kolčák,Słowacja,https://flagcdn.com/w40/sk.png,obrońca,30.01.1990,35,,,,,,,,,,,,,,,,,,,,17.0,23.0,,,,,,,,,,,40
Maciej Korzym,Polska,https://flagcdn.com/w40/pl.png,napastnik,02.05.1988,37,,,,,,,,,,,,,,,,,,,,23.0,2.0,,,,,,,,,,,25
Artur Lenartowski,Polska,https://flagcdn.com/w40/pl.png,pomocnik,17.03.1988,37,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,14
Róbert Mazáň,Słowacja,https://flagcdn.com/w40/sk.png,obrońca,09.02.1994,31,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,5
Wojciech Okińczyc,Polska,https://flagcdn.com/w40/pl.png,napastnik,15.02.1986,39,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1
Adam Pazio,Polska,https://flagcdn.com/w40/pl.png,obrońca,27.09.1992,33,,,,,,,,,,,,,,,,,,,,25.0,16.0,,,,,,,,,,,41
Michal Peškovič,Słowacja,https://flagcdn.com/w40/sk.png,bramkarz,08.02.1982,43,,,,,,,,,,,,,,,,,,,,22.0,,,,,,23.0,4.0,,,,,49
Pavol Staňo,Słowacja,https://flagcdn.com/w40/sk.png,obrońca,29.09.1977,48,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,30
Bartosz Śpiączka,Polska,https://flagcdn.com/w40/pl.png,napastnik,19.08.1991,34,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,25
Piotr Tomasik,Polska,https://flagcdn.com/w40/pl.png,obrońca,31.10.1987,38,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,29.0,,,51
Wojciech Trochim,Polska,https://flagcdn.com/w40/pl.png,pomocnik,31.03.1989,36,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4
Fabian Hiszpański,Polska,https://flagcdn.com/w40/pl.png,pomocnik,26.10.1993,32,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,6
Lukáš Janič,Słowacja,https://flagcdn.com/w40/sk.png,pomocnik,30.12.1986,38,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,8
Bartosz Jaroch,Polska,https://flagcdn.com/w40/pl.png,obrońca,25.01.1995,30,,,,,,,,,,,,,,,,,,,,,7.0,12.0,14.0,24.0,32.0,5.0,,,,,,94
Wojciech Kaczmarek,Polska,https://flagcdn.com/w40/pl.png,bramkarz,29.03.1983,42,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,4
Kōhei Katō,Japonia,https://flagcdn.com/w40/jp.png,pomocnik,14.06.1989,36,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,37
Jakub Kowalski,Polska,https://flagcdn.com/w40/pl.png,pomocnik,09.10.1987,38,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,34
Celestine Lazarus,Nigeria,https://flagcdn.com/w40/ng.png,obrońca,13.11.1992,33,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,5
Mateusz Możdżeń,Polska,https://flagcdn.com/w40/pl.png,pomocnik,14.03.1991,34,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,35
Adam Mójta,Polska,https://flagcdn.com/w40/pl.png,obrońca,30.06.1986,39,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,32
Krystian Nowak,Polska,https://flagcdn.com/w40/pl.png,obrońca,01.04.1994,31,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,21
Jozef Piaček,Słowacja,https://flagcdn.com/w40/sk.png,obrońca,20.06.1983,42,,,,,,,,,,,,,,,,,,,,,14.0,28.0,,,,,,,,,,42
Samuel Štefánik ,Słowacja,https://flagcdn.com/w40/sk.png,pomocnik,16.11.1991,34,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,14
Mateusz Szczepaniak,Polska,https://flagcdn.com/w40/pl.png,pomocnik,23.01.1991,34,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,35
Paweł Tarnowski,Polska,https://flagcdn.com/w40/pl.png,pomocnik,28.06.1990,35,,,,,,,,,,,,,,,,,,,,,12.0,14.0,,,,,,,,,,26
