Sezon;Data;Gospodarz;Gość;Wynik;Rola;Przeciwnik;Zawodnik;Minuty;Gole;Status;Karne;Żółte;Czerwone;Wejście;Zejście
2011/2012;25 listopada 2011 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Polonia Warszawa;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2011/2012;25 listopada 2011 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Polonia Warszawa;Mariusz Sacha;90;1;Cały mecz;0;0;0;0;0
2011/2012;25 listopada 2011 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Polonia Warszawa;Sylwester Patejuk;77;0;Zszedł;0;0;0;0;77
2011/2012;25 listopada 2011 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Polonia Warszawa;Piotr Malinowski;13;0;Wszedł;0;0;0;77;0
2011/2012;25 listopada 2011 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Polonia Warszawa;Adam Cieśliński;58;0;Zszedł;0;0;0;0;58
2011/2012;25 listopada 2011 18:00;Polonia Warszawa;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Polonia Warszawa;Róbert Demjan;32;0;Wszedł;0;0;0;58;0
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Ondřej Šourek;90;1;Cały mecz;0;0;0;0;0
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Mariusz Sacha;46;0;Zszedł;0;0;0;0;46
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Piotr Malinowski;44;0;Wszedł;0;0;0;46;0
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Matej Náther;35;0;Zszedł;0;0;0;0;35
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Sylwester Patejuk;55;0;Wszedł;0;0;0;35;0
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Liran Cohen;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Sebastian Ziajka;90;0;Cały mecz;0;1;0;0;0
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Ivan Ćurić;68;0;Zszedł;0;0;0;0;68
2011/2012;18 marca 2012 17:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Ruch Chorzów;Róbert Demjan;22;0;Wszedł;0;0;0;68;0
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Juraj Dančík;90;0;Cały mecz;0;0;0;0;0
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Bartłomiej Konieczny;90;0;Cały mecz;0;1;0;0;0
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Krzysztof Król;60;0;Zszedł;0;1;0;0;60
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Sebastian Ziajka;30;0;Wszedł;0;1;0;60;0
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Piotr Koman;67;0;Zszedł;0;0;0;0;67
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Adam Cieśliński;23;0;Wszedł;0;0;0;67;0
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Liran Cohen;90;0;Cały mecz;0;0;0;0;0
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Sylwester Patejuk;79;0;Zszedł;0;0;0;0;79
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Adrian Sikora;11;0;Wszedł;0;0;0;79;0
2011/2012;22 października 2011 15:45;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;1 - 0;Gość;Śląsk Wrocław;Róbert Demjan;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Marek Sokołowski;90;0;Cały mecz;0;1;0;0;0
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Juraj Dančík;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Krzysztof Król;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Sylwester Patejuk;67;1;Zszedł;0;1;0;0;67
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Piotr Malinowski;23;0;Wszedł;0;1;0;67;0
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Matej Náther;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Maciej Rogalski;82;0;Zszedł;0;0;0;0;82
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Liad Elmalich;8;0;Wszedł;0;0;0;82;0
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Sebastian Ziajka;90;0;Cały mecz;0;1;0;0;0
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Róbert Demjan;88;0;Zszedł;0;0;0;0;88
2011/2012;18 lutego 2012 13:30;Widzew Łódź;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Widzew Łódź;Ivan Ćurić;2;0;Wszedł;0;0;0;88;0
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Juraj Dančík;90;1;Cały mecz;0;0;0;0;0
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Sylwester Patejuk;73;0;Zszedł;0;0;0;0;73
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Adrian Sikora;17;0;Wszedł;0;0;0;73;0
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Matej Náther;90;0;Cały mecz;0;0;0;0;0
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Dariusz Łatka;90;0;Cały mecz;0;1;0;0;0
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Liran Cohen;78;0;Zszedł;0;1;0;0;78
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Maciej Rogalski;12;0;Wszedł;0;1;0;78;0
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Mariusz Sacha;90;0;Cały mecz;0;0;0;0;0
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Róbert Demjan;84;0;Zszedł;0;0;0;0;84
2011/2012;29 października 2011 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Adam Cieśliński;6;0;Wszedł;0;0;0;84;0
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Mateusz Bąk;90;0;Cały mecz;0;1;0;0;0
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Sławomir Cienciała;90;0;Cały mecz;0;1;0;0;0
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Ondřej Šourek;90;0;Cały mecz;0;1;0;0;0
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Krzysztof Król;90;0;Cały mecz;0;0;0;0;0
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Marek Sokołowski;73;0;Zszedł;0;0;0;0;73
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Dariusz Kołodziej;17;0;Wszedł;0;0;0;73;0
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Matej Náther;90;0;Cały mecz;0;0;0;0;0
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;František Metelka;90;0;Cały mecz;0;1;0;0;0
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Adrian Sikora;58;0;Zszedł;0;0;0;0;58
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Piotr Malinowski;32;0;Wszedł;0;0;0;58;0
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Dariusz Łatka;90;0;Zszedł;0;1;0;0;90
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Maciej Rogalski;0;0;Wszedł;0;1;0;90;0
2011/2012;19 sierpnia 2011 18:00;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Zagłębie Lubin;Róbert Demjan;90;0;Cały mecz;0;0;0;0;0
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Juraj Dančík;90;0;Cały mecz;0;0;0;0;0
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Piotr Koman;90;1;Cały mecz;0;1;0;0;0
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Michał Osiński;90;0;Cały mecz;0;0;0;0;0
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Mariusz Sacha;46;0;Zszedł;0;1;0;0;46
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Maciej Rogalski;44;0;Wszedł;0;1;0;46;0
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Dariusz Kołodziej;90;0;Cały mecz;0;0;0;0;0
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Damian Chmiel;90;0;Cały mecz;0;1;0;0;0
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Piotr Malinowski;59;0;Zszedł;0;0;0;0;59
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Sebastian Ziajka;31;1;Wszedł;0;0;0;59;0
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Adam Cieśliński;90;0;Cały mecz;0;1;0;0;0
2011/2012;23 sierpnia 2011 16:00;Resovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Resovia;Sylwester Patejuk;90;1;Cały mecz;0;0;0;0;0
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;Juraj Dančík;83;0;Zszedł;0;0;0;0;83
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;Artur Moroń;7;0;Wszedł;0;0;0;83;0
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;Jacek Broniewicz;90;0;Cały mecz;0;0;0;0;0
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;Michał Osiński;90;0;Cały mecz;0;0;0;0;0
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;Mariusz Sacha;90;1;Cały mecz;0;0;0;0;0
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;František Metelka;90;0;Cały mecz;0;0;0;0;0
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;Matej Náther;90;0;Cały mecz;0;0;0;0;0
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;Sebastian Ziajka;90;0;Cały mecz;0;1;0;0;0
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;Piotr Malinowski;46;1;Zszedł;0;0;0;0;46
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;Serginho;44;0;Wszedł;0;0;0;46;0
2011/2012;27 września 2011 19:00;Podbeskidzie Bielsko-Biała;GKS Bełchatów;3 - 0;Gospodarz;GKS Bełchatów;Róbert Demjan;90;1;Cały mecz;0;0;0;0;0
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Sławomir Cienciała;90;0;Cały mecz;0;1;0;0;0
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Ondřej Šourek;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Michał Osiński;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Mariusz Sacha;85;0;Zszedł;0;0;0;0;85
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Mateusz Janeczko;5;0;Wszedł;0;0;0;85;0
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;František Metelka;69;0;Zszedł;0;0;0;0;69
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Matej Náther;21;0;Wszedł;0;0;0;69;0
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Piotr Koman;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Sebastian Ziajka;90;0;Cały mecz;0;0;0;0;0
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Piotr Malinowski;46;0;Zszedł;0;1;0;0;46
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Serginho;44;0;Wszedł;0;1;0;46;0
2011/2012;18 października 2011 18:45;Podbeskidzie Bielsko-Biała;Śląsk Wrocław;0 - 1;Gospodarz;Śląsk Wrocław;Adam Cieśliński;90;0;Cały mecz;0;0;0;0;0
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Marek Sokołowski;90;0;Cały mecz;0;1;0;0;0
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Juraj Dančík;90;0;Cały mecz;0;0;0;0;0
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Krzysztof Król;90;0;Cały mecz;0;0;0;0;0
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Damian Chmiel;90;0;Cały mecz;0;1;0;0;0
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Matej Náther;46;0;Zszedł;0;1;0;0;46
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Piotr Malinowski;44;0;Wszedł;0;1;0;46;0
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Wojciech Reiman;90;0;Cały mecz;0;1;0;0;0
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Liran Cohen;56;0;Zszedł;0;0;0;0;56
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Kamil Adamek;34;1;Wszedł;0;0;0;56;0
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Sebastian Ziajka;46;0;Zszedł;0;1;0;0;46
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Damian Szczęsny;44;0;Wszedł;0;1;0;46;0
2012/2013;20 października 2012 13:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;2 - 1;Gość;GKS Bełchatów;Róbert Demjan;90;0;Cały mecz;0;0;0;0;0
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Bartłomiej Konieczny;90;0;Cały mecz;0;1;0;0;0
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Damian Chmiel;90;0;Cały mecz;0;1;0;0;0
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Adam Deja;46;0;Zszedł;0;1;0;0;46
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Michal Piter-Bučko;44;0;Wszedł;0;1;0;46;0
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Marko Ćetković;69;0;Zszedł;0;0;0;0;69
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Fabian Pawela;21;0;Wszedł;0;0;0;69;0
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Piotr Malinowski;80;0;Zszedł;0;0;0;0;80
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Mateusz Janeczko;10;0;Wszedł;0;0;0;80;0
2012/2013;14 kwietnia 2013 14:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Górnik Zabrze;Róbert Demjan;90;1;Cały mecz;0;0;0;0;0
