imię i nazwisko,narodowość,flaga,pozycja,data urodzenia,wiek,1995/96,1996/97,1997/98,1998/99,1999/00,2000/01,2001/02,2002/03,2003/04,2004/05,2005/06,2006/07,2007/08,2008/09,2009/10,2010/11,2011/12,2012/13,2013/14,2014/15,2015/16,2016/17,2017/18,2018/19,2019/20,2020/21,2021/22,2022/23,2023/24,2024/25,2025/26,SUMA
Sławomir Zachnik,Polska,https://flagcdn.com/w40/pl.png,pomocnik,05.06.1977,48,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,9
Damian Zdolski,Polska,https://flagcdn.com/w40/pl.png,napastnik,09.07.1984,41,,,,,4,6,3,9,13,10,,15,,,,,,,,,,,,,,,,,,,,60
Robert Zięba,Polska,https://flagcdn.com/w40/pl.png,obrońca,19.05.1981,44,,,,1,16,29,21,9,5,21,15,,,,,,,,,,,,,,,,,,,,,117
Marcin Żukowski,Polska,https://flagcdn.com/w40/pl.png,pomocnik,03.06.1981,44,,,,,,,,27,22,,,,,,,,,,,,,,,,,,,,,,,49
Mieczysław Agafon,Polska,https://flagcdn.com/w40/pl.png,pomocnik,18.11.1971,54,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,29
Łukasz Błasiak,Polska,https://flagcdn.com/w40/pl.png,napastnik,30.07.1978,47,,,,,,,,,14,36,,,,,,,,,,,,,,,,,,,,,,50
Sławomir Cienciała,Polska,https://flagcdn.com/w40/pl.png,obrońca,19.03.1983,42,,,,,,,,,12,27,,30,21,32,17,29,9,7,,,,,,,,,,,,,,184
Paweł Jermakowicz,Polska,https://flagcdn.com/w40/pl.png,obrońca,01.02.1975,50,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,18
Tomasz Kazimierowicz,Polska,https://flagcdn.com/w40/pl.png,pomocnik,12.06.1979,46,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,8
Piotr Koman,Polska,https://flagcdn.com/w40/pl.png,pomocnik,25.06.1985,40,,,,,,,,,4,38,38,29,16,1,,31,9,2,,,,,,,,,,,,,,168
Uzoma Luke,Nigeria,https://flagcdn.com/w40/ng.png,napastnik,27.05.1982,43,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,13
Marek Matuszek,Polska,https://flagcdn.com/w40/pl.png,bramkarz,13.11.1970,55,,,,,,,,,6,14,6,,,,,,,,,,,,,,,,,,,,,26
